x,y,color
487.319,54.287,3
474.385,166.211,3
487.203,155.054,3
461.595,69.35,3
424.294,97.509,3
517.274,90.571,3
453.361,162.676,3
444.57,101.574,3
437.0,112.594,3
476.081,75.411,3
462.699,176.173,3
484.479,201.808,4
580.529,152.58,4
492.24,127.167,4
506.057,119.873,4
555.511,152.813,4
484.317,233.798,4
502.585,246.657,4
513.607,120.024,4
556.017,129.036,4
543.334,219.389,4
531.058,235.723,4
479.44,221.889,4
516.126,127.973,4
493.319,135.26,4
545.515,205.062,4
544.398,202.037,4
537.99,217.917,4
571.288,186.591,4
497.288,116.862,4
554.604,156.498,4
493.109,222.595,4
578.552,176.176,4
519.888,244.016,4
489.089,246.34,4
565.895,174.816,4
568.75,190.522,4
532.113,131.972,4
548.078,221.696,4
480.224,206.366,4
560.98,214.079,4
547.947,218.987,4
545.041,233.072,4
546.902,233.832,4
474.655,209.547,4
523.074,250.801,4
549.795,166.147,4
542.261,121.323,4
471.001,209.154,4
526.415,221.976,4
559.487,230.512,4
565.622,159.177,4
557.549,203.253,4
570.022,209.903,4
555.919,231.33,4
464.185,218.974,4
498.585,224.761,4
530.871,239.966,4
548.741,185.141,4
512.501,118.822,4
560.626,201.339,4
485.006,245.823,4
520.838,254.256,4
484.92,235.709,4
551.34,161.382,4
491.164,225.738,4
523.702,126.337,4
528.705,144.861,4
554.855,194.481,4
528.185,247.661,4
568.308,189.231,4
508.916,248.813,4
520.422,137.28,4
536.336,125.359,4
514.639,216.942,4
520.077,215.482,4
510.951,126.254,4
569.252,150.45,4
515.358,119.685,4
484.712,209.501,4
570.595,208.906,4
503.533,123.134,4
504.684,118.564,4
517.547,227.273,4
524.935,138.144,4
509.416,134.11,4
476.159,213.082,4
572.341,183.795,4
495.831,242.586,4
485.69,226.433,4
505.801,227.197,4
518.412,236.544,4
557.155,153.821,4
549.936,207.559,4
466.888,218.478,4
527.298,137.36,4
497.611,211.97,4
501.173,209.049,4
507.542,247.408,4
568.922,217.769,4
554.335,206.42,4
558.076,183.121,4
534.042,133.423,4
514.408,135.016,4
528.51,145.594,4
554.133,189.464,4
506.288,123.926,4
548.844,142.901,4
534.237,231.182,4
532.535,124.963,4
517.344,255.757,4
296.662,141.432,5
119.7,167.848,5
70.308,144.133,5
58.445,146.64,5
148.332,176.609,5
26.532,169.671,5
160.061,162.919,5
176.647,175.237,5
36.666,165.398,5
120.241,155.652,5
126.953,153.559,5
103.201,174.763,5
318.323,182.643,5
157.097,147.095,5
152.194,153.153,5
251.23,159.384,5
304.081,146.92,5
202.124,154.646,5
182.587,172.145,5
101.668,168.905,5
278.524,165.991,5
309.285,172.272,5
127.743,155.523,5
254.791,168.611,5
301.09,146.564,5
66.539,170.91,5
55.027,177.406,5
329.534,176.617,5
294.172,147.603,5
75.993,144.485,5
211.441,157.206,5
156.89,150.131,5
274.408,158.305,5
299.158,162.312,5
112.369,164.192,5
166.915,167.804,5
133.021,168.507,5
183.559,175.462,5
328.328,161.379,5
20.411,163.543,5
115.795,145.864,5
90.808,151.571,5
32.81,170.112,5
142.07,138.726,5
326.361,141.649,5
185.129,175.734,5
305.676,166.653,5
281.54,148.927,5
56.551,148.808,5
168.941,165.506,5
303.585,180.629,5
19.915,163.184,5
316.479,180.696,5
292.568,147.238,5
286.909,154.986,5
64.779,180.357,5
324.884,170.819,5
225.579,148.841,5
47.454,140.403,5
207.832,148.335,5
130.608,166.997,5
260.121,176.7,5
224.269,164.092,5
219.616,140.885,5
201.416,140.704,5
219.131,144.7,5
234.843,170.407,5
139.788,171.6,5
163.388,176.343,5
279.12,163.332,5
251.972,170.086,5
58.823,173.444,5
177.496,159.542,5
158.27,175.847,5
217.515,147.199,5
97.647,144.72,5
256.751,176.849,5
203.609,139.329,5
144.545,158.753,5
161.89,149.204,5
168.274,139.703,5
331.061,146.707,5
63.973,147.393,5
84.786,158.792,5
53.696,140.333,5
178.892,159.417,5
41.62,165.417,5
319.508,166.976,5
174.166,156.988,5
313.889,165.633,5
217.068,171.64,5
205.088,151.435,5
239.572,146.801,5
40.381,148.068,5
167.605,177.919,5
31.56,162.172,5
210.645,177.815,5
112.797,176.117,5
30.773,182.051,5
143.626,152.655,5
467.267,353.183,6
420.547,397.059,6
40.931,354.262,6
447.728,352.005,6
295.399,281.74,6
36.016,357.015,6
173.95,432.248,6
295.567,417.203,6
411.323,303.126,6
412.013,273.039,6
276.933,262.471,6
300.303,404.822,6
97.952,425.347,6
421.923,284.761,6
250.737,248.985,6
28.931,316.146,6
260.778,412.067,6
221.329,275.558,6
135.223,409.595,6
70.635,409.332,6
373.491,290.722,6
200.09,442.546,6
91.282,381.058,6
359.908,261.221,6
265.566,436.524,6
444.98,315.303,6
276.546,403.014,6
296.567,402.621,6
194.154,283.746,6
459.358,313.731,6
357.426,398.042,6
24.811,355.822,6
362.335,265.582,6
200.511,427.955,6
171.561,280.03,6
143.269,260.419,6
381.669,414.33,6
35.786,350.472,6
253.724,263.118,6
119.355,403.016,6
183.113,404.72,6
368.397,262.058,6
243.962,440.814,6
212.343,423.602,6
51.622,306.263,6
303.317,405.982,6
479.124,353.347,6
439.894,385.014,6
239.251,277.642,6
83.199,398.172,6
316.572,423.484,6
61.673,288.598,6
217.482,246.361,6
386.608,289.194,6
143.917,281.565,6
228.677,408.656,6
171.426,429.853,6
47.988,324.866,6
73.7,408.875,6
286.788,278.92,6
81.753,300.599,6
405.399,407.597,6
156.122,290.744,6
320.522,409.815,6
340.875,426.126,6
456.158,326.245,6
415.817,411.583,6
216.281,403.738,6
466.399,317.743,6
402.773,284.218,6
84.687,301.617,6
354.042,271.24,6
73.189,283.025,6
443.649,356.951,6
225.679,435.41,6
118.361,423.503,6
229.033,411.662,6
241.73,282.281,6
450.655,334.172,6
169.89,406.627,6
319.44,287.986,6
142.503,286.624,6
380.025,412.558,6
368.282,390.461,6
371.817,422.008,6
294.783,277.717,6
404.151,290.877,6
396.336,382.252,6
406.533,400.324,6
435.048,385.943,6
292.513,276.386,6
111.92,273.059,6
84.958,392.993,6
238.526,441.593,6
220.961,269.839,6
166.854,258.216,6
287.437,244.7,6
367.715,261.151,6
481.873,338.631,6
325.105,419.289,6
28.05,80.915,7
311.518,72.891,7
226.852,68.191,7
61.133,101.851,7
236.939,96.547,7
187.05,79.109,7
298.292,72.518,7
197.053,106.129,7
118.059,100.328,7
236.33,102.284,7
150.483,75.369,7
205.344,89.501,7
71.598,102.415,7
281.398,72.732,7
307.544,86.256,7
176.423,91.278,7
207.397,100.795,7
318.516,76.837,7
123.146,92.857,7
267.122,85.436,7
88.006,90.715,7
152.262,71.197,7
14.943,109.986,7
327.389,71.249,7
282.125,92.573,7
20.122,112.335,7
269.955,74.645,7
319.142,92.307,7
110.56,111.854,7
309.29,68.687,7
28.819,81.143,7
100.566,87.184,7
325.169,93.746,7
216.907,114.343,7
276.967,78.989,7
130.284,73.427,7
268.029,99.763,7
297.382,85.729,7
175.281,98.624,7
292.227,97.319,7
171.044,91.052,7
228.559,89.153,7
271.068,116.208,7
90.211,79.071,7
125.307,84.468,7
302.575,90.312,7
128.415,95.79,7
259.006,108.686,7
216.038,64.569,7
80.47,99.037,7
92.035,106.078,7
146.881,73.517,7
129.035,75.443,7
107.399,83.517,7
107.186,109.662,7
284.96,86.528,7
70.26,90.168,7
278.585,71.559,7
73.978,100.794,7
170.891,73.995,7
203.77,84.203,7
56.858,113.207,7
321.573,103.626,7
301.723,105.178,7
234.676,86.8,7
279.222,113.841,7
231.062,68.763,7
168.411,101.163,7
214.032,89.258,7
84.65,91.606,7
65.152,87.445,7
315.754,85.203,7
219.699,83.054,7
235.862,106.819,7
279.95,94.095,7
172.473,83.817,7
213.281,91.533,7
324.542,75.255,7
79.447,81.78,7
257.113,113.893,7
48.953,71.91,7
250.365,81.036,7
190.483,68.481,7
22.438,77.946,7
224.473,92.762,7
195.407,76.619,7
314.32,93.69,7
73.408,75.876,7
159.945,102.417,7
180.999,93.371,7
140.329,87.487,7
325.927,100.549,7
151.859,76.227,7
133.637,68.782,7
90.353,69.805,7
260.378,98.251,7
32.783,69.609,7
108.697,92.295,7
23.927,80.504,7
31.865,101.905,7
557.78,425.207,8
574.787,305.203,8
603.368,297.967,8
637.681,406.356,8
643.42,175.624,8
596.177,402.183,8
587.828,448.49,8
543.406,314.782,8
589.452,309.517,8
619.291,169.777,8
544.957,338.278,8
612.535,455.623,8
604.995,295.599,8
538.624,394.299,8
645.859,90.376,8
642.5,87.839,8
580.045,306.605,8
554.389,442.29,8
624.875,168.281,8
626.31,113.467,8
620.355,396.944,8
583.331,293.777,8
523.964,438.922,8
562.334,326.591,8
587.403,314.782,8
532.63,346.463,8
593.848,312.823,8
546.742,412.305,8
544.506,384.68,8
638.123,402.948,8
584.847,436.565,8
633.983,81.757,8
629.853,94.01,8
590.664,267.344,8
606.284,266.339,8
677.589,431.481,8
561.513,407.344,8
611.298,168.946,8
648.744,239.676,8
535.768,295.254,8
574.955,297.113,8
617.815,225.705,8
556.37,347.521,8
513.46,413.998,8
634.796,212.666,8
592.434,271.299,8
623.263,184.972,8
618.195,132.638,8
610.536,132.741,8
551.8,344.665,8
633.844,84.471,8
612.047,442.94,8
617.633,151.196,8
683.671,422.505,8
649.06,442.005,8
643.042,102.249,8
618.99,433.662,8
624.628,270.96,8
614.932,424.576,8
527.026,416.579,8
524.271,387.662,8
550.772,303.124,8
520.891,303.156,8
593.963,414.261,8
514.003,404.715,8
603.992,287.038,8
635.104,432.828,8
594.482,443.222,8
639.621,422.884,8
592.084,314.374,8
545.803,295.735,8
637.739,447.422,8
531.421,430.824,8
628.99,145.241,8
524.815,326.561,8
521.159,410.444,8
642.662,245.097,8
573.75,458.924,8
601.448,442.844,8
545.118,305.189,8
610.153,215.188,8
546.092,350.246,8
644.799,141.261,8
644.629,414.595,8
549.33,437.57,8
523.78,353.627,8
627.911,223.012,8
614.423,205.113,8
654.665,418.648,8
613.606,222.104,8
516.405,338.377,8
631.365,277.22,8
609.945,158.653,8
563.812,373.659,8
609.127,204.111,8
629.951,269.953,8
581.772,291.836,8
528.987,391.381,8
614.765,393.269,8
662.413,418.669,8
