x,y,color
596.177002,402.183014,1
517.507996,222.677002,2
60.473999,76.761002,7
513.052002,327.471985,1
158.514008,27.806,0
17.948,171.507996,8
639.198975,142.087997,1
621.982971,431.826996,1
497.269012,253.822006,2
90.796997,170.606995,8
318.746002,99.855003,7
54.256001,301.992004,6
591.320984,396.289001,1
523.025024,403.535004,1
643.346985,220.852005,1
326.003998,337.28299,5
180.998993,93.371002,7
30.152,302.263,6
90.167,410.205994,6
394.307007,300.813995,6
554.388977,442.290009,1
173.425995,425.682007,6
586.940979,140.307007,0
70.247002,107.198997,7
556.325989,436.638,1
354.631989,418.369995,6
497.529999,297.817993,0
319.511993,280.678009,6
184.802994,275.141998,6
163.494995,98.358002,7
628.44397,118.014999,1
563.638,289.114014,1
662.426025,435.388,1
64.080002,400.092987,6
644.799011,141.261002,1
126.763,272.737,6
450.641998,70.155998,3
38.247002,359.372986,6
433.529999,348.609985,6
358.136993,250.268005,6
411.397003,382.477997,6
150.483002,75.369003,7
650.80603,149.220993,1
377.19101,109.823997,0
203.444,244.223007,6
450.036011,302.684998,6
58.404999,332.371002,6
159.289993,325.281006,4
644.109009,433.743011,1
153.410004,309.122009,4
457.114014,79.674004,3
606.664001,427.973999,1
572.622986,450.606995,1
279.993988,430.949005,6
502.743011,83.634003,3
447.502991,338.730011,6
458.151001,385.601013,6
173.998993,311.140991,4
299.131989,247.988007,6
163.729004,88.739998,7
217.289993,48.922001,0
632.093994,426.82901,1
580.607971,297.47699,1
161.949997,97.149002,7
617.981018,186.985001,1
321.002991,224.024002,0
578.947998,412.638,1
507.252014,354.371002,1
171.029999,403.242004,6
72.301003,310.144012,6
514.434021,206.395004,2
572.882996,380.48999,1
295.300995,259.997986,6
55.528999,164.776001,8
635.244995,103.794998,1
107.822998,413.303009,6
574.48999,153.964996,2
212.707993,266.233002,6
530.117004,253.397995,2
319.125,151.335999,8
317.75,276.632996,6
602.16803,422.725006,1
567.338989,287.231995,1
307.32901,340.701996,5
533.984009,213.973999,2
109.786003,413.450012,6
424.786011,372.450989,6
635.520996,306.332001,0
338.524994,328.957001,5
151.856003,375.166992,4
42.349998,154.636002,8
241.923996,423.105011,6
193.755997,178.921005,8
584.405029,294.011993,1
164.317001,335.970001,4
444.588989,370.734009,6
630.54303,266.906006,1
271.075989,286.597992,6
45.208,312.437988,6
637.724976,409.562988,1
68.316002,152.404007,8
316.657013,105.435997,7
648.825012,132.507996,1
638.947021,307.286011,0
531.057983,235.723007,2
341.804993,361.755005,5
650.841003,145.628006,1
493.584991,227.615997,2
447.294006,324.684998,6
607.867004,257.979004,1
468.984985,159.886002,3
495.601013,248.016006,2
586.182007,418.565002,1
645.552002,167.330994,1
193.072998,99.806,7
650.512024,434.490997,1
526.603027,65.265999,3
552.414978,440.575989,1
174.682007,330.317993,4
62.985001,289.371002,6
58.823002,173.444,8
233.761993,443.488007,6
501.173004,209.048996,2
244.304001,412.171997,6
105.982002,182.186996,8
537.203979,433.931,1
149.662994,83.439003,7
630.515015,81.439003,1
66.556,173.718994,8
208.884003,407.713989,6
479.031006,160.156998,3
523.077026,124.959999,2
87.008003,270.343994,6
79.913002,158.710999,8
409.463013,278.497986,6
182.397995,68.097,7
561.473999,221.501999,2
630.327026,190.054001,1
411.562988,347.910004,0
638.583008,365.649994,0
619.057007,119.182999,1
534.354004,398.824005,1
55.243,327.588013,6
518.744019,226.106995,2
147.268997,183.251007,8
217.862,298.006012,0
65.550003,80.113998,7
125.156998,150.807999,8
197.850998,329.588013,4
264.75,438.256012,6
631.508972,202.578995,1
423.127991,135.835007,3
596.122009,280.356995,1
126.931,97.013,7
288.109009,334.132996,0
67.353996,101.311996,7
656.763,351.579987,0
56.188999,237.410995,0
238.944,336.570007,0
93.188004,227.921997,0
135.354996,104.132004,7
613.530029,456.378998,1
631.171021,163.610001,1
530.752991,218.317001,2
82.641998,171.220001,8
521.45697,408.625,1
339.209991,414.351013,6
514.638977,216.942001,2
200.089996,442.54599,6
420.761993,375.908997,6
291.911987,109.755997,7
541.085022,244.472,2
333.334015,399.598999,6
318.322998,182.643005,8
377.362,145.630997,0
320.938995,350.723999,5
216.153,132.516006,8
39.911999,150.513,8
242.815002,443.104004,6
253.522995,432.817993,6
484.401001,235.912994,2
178.072006,357.200989,4
557.575012,195.173996,2
495.963013,134.591995,2
609.640991,262.756989,1
63.058998,288.994995,6
110.198997,181.751007,8
191.511002,346.678009,4
185.617996,105.649002,7
497.407013,258.385986,2
559.715027,411.299988,1
518.950989,409.438995,1
345.806,283.609985,6
44.408001,112.495003,7
502.451996,135.084,2
27.045,217.936005,0
315.559998,313.355011,5
192.697998,158.880005,8
620.39801,221.266998,1
429.19101,112.406998,3
111.538002,109.217003,7
289.453003,84.591003,7
47.035,68.538002,7
536.731018,342.661987,1
610.950989,447.127991,1
626.520996,150.994995,1
511.010986,218.354004,2
462.278015,148.279007,3
225.110001,140.914993,8
368.187988,341.876007,5
614.242981,404.513,1
119.699997,167.848007,8
166.136993,324.252014,4
510.345001,102.037003,3
487.795013,238.763,2
255.479996,286.044006,6
173.589005,417.888,6
619.031006,205.035995,1
448.497009,364.916992,6
49.705002,382.511993,6
250.384003,441.213013,6
216.319,289.138,6
282.744995,246.628006,6
206.397995,74.276001,7
131.330994,362.040985,4
634.732971,197.742004,1
267.976013,101.915001,7
420.546997,397.05899,6
632.617004,389.450012,1
280.382996,99.471001,7
250.737,248.985001,6
398.246002,268.554993,6
134.018997,282.917999,6
535.455994,87.447998,3
250.162003,265.480988,6
72.566002,312.246002,6
96.867996,88.463997,7
615.414001,170.371002,1
164.546997,79.602997,7
619.026001,422.644012,1
159.005997,80.808998,7
283.388,162.834,8
211.098999,148.320007,8
509.415985,134.110001,2
638.572998,261.471008,1
20.122,112.334999,7
344.48999,338.303009,5
418.157013,283.020996,6
563.901001,385.263,1
543.333984,219.389008,2
211.388,267.143005,6
227.285004,409.21701,6
285.838013,415.463013,6
159.016006,80.707001,7
557.958984,344.06601,1
226.697006,263.483002,6
450.256989,157.572006,3
294.477997,274.651001,6
213.039001,263.122986,6
313.350006,318.326996,5
75.721001,392.820007,6
245.753006,269.661987,6
21.172001,311.829987,6
361.147003,315.11499,5
52.955002,181.429001,8
298.536011,440.790985,6
643.888,90.060997,1
659.341003,96.809998,1
427.38501,281.989014,6
535.593018,414.300995,1
70.799004,232.845993,0
92.598999,420.669006,6
528.56897,121.501999,2
433.266998,340.291992,6
516.453003,256.845001,2
53.195999,83.793999,7
532.405029,255.865005,2
521.288025,316.06601,1
446.893005,302.963013,6
20.355,75.446999,7
607.164978,437.833008,1
293.48999,423.026001,6
187.419006,79.654999,7
641.250977,195.324005,1
669.122986,252.410995,0
600.010986,401.367004,1
586.974976,395.988007,1
618.814026,436.923004,1
490.166992,179.662003,3
72.269997,95.418999,7
637.68103,406.355988,1
322.102997,345.899994,5
329.792999,257.678986,6
426.709015,125.924004,3
513.344971,153.572998,2
43.702,325.634003,6
128.414993,95.790001,7
118.25,156.263,8
163.587006,138.399994,8
377.059998,199.987,0
293.588013,112.961998,7
321.572998,103.625999,7
549.919983,237.882004,2
143.917999,376.410004,4
356.415985,444.846008,0
89.968002,79.221001,7
601.30603,143.785995,1
371.816986,422.007996,6
645.513,334.213013,0
613.65802,445.601013,1
552.34198,86.675003,0
369.88501,325.104004,5
330.506012,132.798996,0
180.891998,103.211998,7
558.385986,181.395004,2
557.369995,382.78299,1
349.131989,351.454987,5
348.983002,398.25,6
53.425999,390.923004,6
651.500977,277.59201,0
38.411999,102.886002,7
311.518005,72.890999,7
337.829987,432.332001,6
321.570007,84.876999,7
683.947021,74.620003,0
556.28302,393.041992,1
83.333,151.75,8
602.330017,339.190002,0
57.223999,77.799004,7
393.953003,278.786987,6
153.421005,271.10199,6
554.338013,388.842987,1
80.211998,173.904007,8
367.852997,324.381012,5
205.904007,141.600998,8
498.63501,171.565002,3
40.362999,172.292999,8
678.708008,185.962997,0
455.10199,382.811005,6
343.609009,335.423004,5
87.171997,284.134003,6
235.339996,26.372,0
21.981001,310.181,6
109.420998,260.674988,6
519.348022,385.246002,1
552.939026,398.212006,1
183.559006,175.462006,8
593.848022,312.822998,1
61.673,288.597992,6
566.71698,383.033997,1
645.809998,196.052002,1
256.303009,148.660004,8
657.124023,450.480988,1
678.320007,297.235992,0
112.038002,266.480988,6
457.601013,343.315002,6
353.06601,328.57901,5
340.951996,273.425995,6
117.998001,400.035004,6
293.678009,273.285004,6
235.531006,172.255005,8
566.471985,395.589996,1
59.030998,303.122009,6
353.204987,292.959015,6
257.052002,261.209015,6
462.368988,172.690994,3
367.699005,142.716003,0
151.554001,114.535004,7
21.25,395.131989,0
601.030029,44.916,0
111.591003,270.011993,6
624.85498,360.424011,0
156.903,318.773987,4
344.265015,413.817993,6
297.468994,262.296997,6
32.860001,227.919006,0
522.390015,324.931,1
223.541,258.016998,6
50.810001,113.059998,7
313.046997,72.041,7
167.992004,269.390991,6
270.471985,438.174011,6
518.780029,385.751007,1
601.888,437.302002,1
358.553986,376.035004,5
130.533997,288.950989,6
174.800003,83.643997,7
216.037994,64.569,7
497.050995,108.111,2
394.826996,273.864014,6
182.160004,148.261993,8
305.040985,250.498001,6
471.723999,172.447006,3
506.799988,351.681,1
60.876999,77.748001,7
238.095993,82.255997,7
217.671005,124.708,0
610.315002,279.406006,1
632.028015,194.416,1
646.734009,234.350006,1
345.192993,326.957001,5
153.738998,404.411011,6
13.728,351.924011,6
548.73999,457.195007,1
137.962006,179.733994,8
644.638,102.209999,1
89.296997,155.490997,8
521.39801,336.101013,1
354.667999,341.399994,5
423.152008,120.814003,3
245.164993,98.376999,7
657.999023,284.882996,0
286.380005,423.556,6
309.231995,260.380005,6
642.366028,345.062988,0
156.768997,291.709015,6
615.776001,123.528999,1
105.711998,164.574997,8
437.355988,130.022003,3
63.5,89.411003,7
569.495972,403.553986,1
116.357002,29.341,0
403.957001,307.222992,6
45.113998,106.949997,7
267.868011,149.033005,8
573.010986,444.296997,1
674.89502,358.519989,0
375.411011,289.983002,6
503.48999,238.770996,2
413.243011,293.071014,6
192.718994,68.344002,7
159.764008,288.052002,6
110.237999,163.300003,8
31.622999,326.346008,6
172.727997,401.743011,6
106.488998,109.052002,7
414.526001,384.118988,6
592.916016,404.480988,1
667.033997,421.661987,1
98.380997,102.296997,7
175.164993,272.963013,6
666.893005,328.825012,0
94.281998,141.460007,8
403.079987,380.199005,6
32.112999,40.091,0
116.703003,154.315994,8
546.895996,403.263,1
458.212006,325.358002,6
456.302002,53.181,3
201.408997,376.819,0
509.686005,373.804993,1
512.437012,244.548996,2
243.104996,77.766998,7
139.570007,401.381012,6
629.966003,118.033997,1
52.893002,316.242004,6
222.675003,202.496002,0
64.907997,383.60199,6
143.772995,82.585999,7
629.258972,347.765991,0
610.960999,213.425003,1
545.757996,289.376007,1
31.565001,178.488007,8
438.752991,110.449997,3
501.01001,56.181999,3
197.029007,342.743011,4
617.765015,197.608002,1
632.843018,123.352997,1
153.479996,147.899002,8
438.796997,115.728996,3
78.691002,382.346985,6
650.625977,74.384003,1
201.485992,264.084991,6
617.968018,439.549988,1
185.253006,365.733002,4
601.072021,108.820999,0
189.408997,161.132996,8
318.411987,282.713013,6
536.450012,90.658997,3
279.119995,412.833008,6
192.684006,413.770996,6
176.248001,256.855988,6
345.278015,278.078003,6
310.743011,406.398987,6
255.264999,258.269989,6
368.223999,83.125,0
144.613998,320.949005,4
639.973999,217.190994,1
313.859985,374.769012,5
31.240999,134.188995,8
291.230988,91.146004,7
172.348999,160.035004,8
171.919006,436.718994,6
322.502991,137.376007,8
280.071991,191.677994,8
333.539001,311.890015,5
556.419983,442.464996,1
508.035004,215.328003,2
191.181,349.959015,4
544.416992,304.859985,1
506.287994,123.926003,2
554.689026,237.095993,2
609.044983,437.502991,1
657.799988,224.938995,1
194.828003,139.209,8
32.493999,428.151001,0
165.501007,83.220001,7
92.856003,415.600006,6
493.102997,269.022003,0
294.45401,182.173004,8
565.666992,293.316986,1
512.94397,271.19101,0
660.133972,348.67099,0
32.810001,170.112,8
236.186996,73.670998,7
217.098999,265.993988,6
311.294006,143.184998,8
493.307007,267.709015,0
291.683014,249.093994,6
47.247002,334.609009,6
324.640015,316.003998,5
95.790001,173.679993,8
524.593018,254.964996,2
541.911011,320.734009,1
69.869003,286.674988,6
118.059998,169.279007,8
135.363998,267.480988,6
608.853027,284.666992,1
417.462006,385.144989,6
448.850006,141.901001,3
534.697998,363.307007,1
376.708008,180.173004,0
311.420013,144.998993,8
8.743,338.975006,6
205.246994,429.562988,6
277.730988,53.834999,0
625.10498,226.951996,1
88.208,395.247009,6
323.036011,142.048996,8
407.023987,387.877014,6
646.27301,393.667999,1
628.01001,79.848,1
385.364014,267.658997,6
476.044006,161.449005,3
553.138,367.962006,1
628.267029,279.040985,1
298.785004,175.796005,8
74.378998,403.549988,6
312.386993,54.305,0
234.123993,269.299988,6
640.187012,201.302994,1
130.947006,267.720001,6
189.235001,144.589005,8
598.466003,375.536987,0
22.124001,119.550003,7
305.558014,149.139999,8
535.719971,134.304001,2
646.005981,101.859001,1
295.835999,161.686005,8
603.585999,224.449005,1
451.057007,147.524002,3
435.104004,150.563995,3
489.088989,246.339996,2
37.380001,295.186005,6
280.244995,171.561996,8
68.915001,87.277,7
584.59198,313.553986,1
350.268005,226.992996,0
67.466003,276.843994,6
322.678009,77.383003,7
71.968002,312.744995,6
152.505005,336.03299,4
615.19397,219.839996,1
419.132996,127.198997,3
533.872986,350.119995,1
124.177002,156.399994,8
450.016998,67.966003,3
319.983002,349.136993,5
596.111023,275.156006,1
566.534973,177.488007,2
118.207001,469.925995,0
368.397003,262.058014,6
303.881012,284.747009,6
107.758003,410.612,6
122.223999,93.222,7
168.535004,251.455002,6
540.005005,377.290985,1
219.130997,144.699997,8
199.645996,221.011993,0
587.934998,411.475006,1
102.035004,264.354004,6
619.070984,135.845993,1
201.007004,165.296005,8
399.451996,393.855011,6
176.386993,100.872002,7
630.593994,100.997002,1
376.278015,386.144989,6
221.220993,344.022003,0
612.638977,241.334,1
557.054016,410.816986,1
70.235001,161.806,8
633.22998,423.832001,1
504.325989,403.652008,1
310.145996,346.381989,5
560.052979,447.272003,1
466.089996,154.477997,3
462.98999,338.528015,6
373.136993,121.93,0
52.622002,289.036987,6
171.973007,379.312012,4
188.835999,417.102997,6
524.109985,142.356003,2
389.73999,301.868011,6
260.079987,84.649002,7
524.096008,142.768997,2
545.841003,357.713013,1
302.795013,266.630005,6
131.309006,264.388,6
90.791,408.529999,6
593.286011,445.037994,1
322.815002,437.998993,6
519.844971,408.173004,1
617.489014,229.723999,1
72.014999,384.27301,6
605.976013,211.039993,1
102.646004,160.132996,8
104.389999,139.487,8
87.272003,384.407013,6
641.117981,453.237,1
590.197998,391.661987,1
56.866001,290.480988,6
328.932007,355.60199,5
616.747009,256.187012,1
490.429993,170.147003,3
51.569,321.082001,6
84.786003,158.792007,8
575.69397,402.286011,1
633.843994,84.471001,1
333.867004,365.059998,5
47.486,210.742004,0
670.507996,428.309998,1
582.677002,215.259003,0
103.745003,99.497002,7
22.368999,355.300995,6
602.512024,434.843994,1
284.233002,167.729004,8
47.563999,87.391998,7
625.098022,278.548004,1
512.211975,340.214996,1
329.533997,176.617004,8
214.645004,437.125,6
91.934998,111.961998,7
435.522003,133.5,3
634.093018,356.373993,0
81.365997,101.002998,7
283.367004,249.505997,6
498.348999,132.227005,2
303.768005,337.459991,5
259.424011,141.481003,8
489.386993,170.339996,3
530.757996,338.81601,1
102.459999,419.402008,6
314.320007,93.690002,7
470.867004,173.925995,3
162.572998,347.153992,4
509.580994,247.964005,2
59.945999,382.473999,6
142.710007,325.194,4
109.627998,169.276001,8
578.552002,176.175995,2
663.049988,422.636993,1
